email,course_id,sec_no,exam_no,grades
sb4094@nittany.edu,EE352,2,1,62
lm3612@nittany.edu,CSE543,2,1,83
mm7898@nittany.edu,DS220,1,1,78
sd7475@nittany.edu,CMPSC360,2,1,95
mz3667@nittany.edu,EE330,1,1,98
mo1767@nittany.edu,PHYS213,1,1,94
ms1481@nittany.edu,EE320,1,1,88
wr2752@nittany.edu,CMPEN362,1,1,77
ou9392@nittany.edu,CMPEN331,1,1,73
ml9111@nittany.edu,PHYS213,1,1,85
lh5555@nittany.edu,MATH140,2,1,93
rs3074@nittany.edu,CMPEN331,1,1,91
mb2986@nittany.edu,MATH141,2,1,87
mh2194@nittany.edu,CMPEN270,2,1,61
sg9224@nittany.edu,CMPSC131,1,1,61
sl9147@nittany.edu,CSE583,1,1,94
tz1637@nittany.edu,PHYS211,1,1,80
bk5477@nittany.edu,CMPEN411,2,1,60
af2362@nittany.edu,MATH231,2,1,66
at5855@nittany.edu,CMPSC475,1,1,92
bb2708@nittany.edu,CHEM112,2,1,81
ab1769@nittany.edu,CMPSC132,1,1,99
as5959@nittany.edu,EE330,2,1,65
as3517@nittany.edu,PHYS214,2,1,67
am9248@nittany.edu,CSE543,1,1,72
ab2069@nittany.edu,EE320,2,1,84
ab3353@nittany.edu,CMPSC448,1,1,67
ag4144@nittany.edu,CHEM112,1,1,90
as6603@nittany.edu,CMPEN351,2,1,90
as6904@nittany.edu,ECON101,2,1,69
ah4627@nittany.edu,CMPSC132,1,1,80
ac6117@nittany.edu,CMPSC461,1,1,98
bs3099@nittany.edu,IST128,1,1,91
ar5750@nittany.edu,CMPEN270,1,1,64
ah1893@nittany.edu,EE311,1,1,86
as4372@nittany.edu,DS220,1,1,96
bl7521@nittany.edu,EE353,1,1,85
aw9070@nittany.edu,STAT415,2,1,85
ap7012@nittany.edu,EE210,2,1,99
ab3016@nittany.edu,MATH230,2,1,82
as7706@nittany.edu,CMPEN362,1,1,93
aw2413@nittany.edu,EE353,2,1,64
ab4636@nittany.edu,STAT318,2,1,70
ay6012@nittany.edu,CMPEN411,2,1,95
am1296@nittany.edu,DS120,2,1,64
co9856@nittany.edu,CMPEN411,1,1,78
bg1874@nittany.edu,CMPEN331,2,1,95
cz9116@nittany.edu,CMPEN362,1,1,86
ch1256@nittany.edu,PHYS213,1,1,67
cg4965@nittany.edu,EE353,1,1,81
ch2187@nittany.edu,EE311,2,1,89
cd3328@nittany.edu,CMPSC461,1,1,77
bb2169@nittany.edu,CSE583,1,1,76
aj2734@nittany.edu,MATH141,2,1,92
cs3661@nittany.edu,CMPSC132,1,1,99
al7553@nittany.edu,EE212,2,1,82
dg3029@nittany.edu,CMPSC431W,1,1,85
aw5441@nittany.edu,CMPSC448,2,1,79
br5296@nittany.edu,CMPSC132,1,1,95
cb8478@nittany.edu,EE211,1,1,90
dh5107@nittany.edu,CHEM110,1,1,79
bp7844@nittany.edu,MATH140,2,1,66
cg4094@nittany.edu,CMPEN270,1,1,92
co3033@nittany.edu,CMPSC131,1,1,96
dk6748@nittany.edu,CMPEN331,1,1,88
ag2003@nittany.edu,CSE583,2,1,85
bh9149@nittany.edu,CMPSC221,1,1,76
as3353@nittany.edu,CSE583,1,1,67
bk6824@nittany.edu,STAT319,1,1,99
ds4127@nittany.edu,CMPEN441,2,1,68
ac5862@nittany.edu,CMPSC465,2,1,76
ck2097@nittany.edu,EE353,2,1,88
cf2840@nittany.edu,CMPSC448,2,1,66
cr7454@nittany.edu,MATH230,2,1,92
ch9754@nittany.edu,MATH230,2,1,80
dh6358@nittany.edu,CMPSC475,1,1,80
bj2880@nittany.edu,IST110,1,1,76
ch3297@nittany.edu,MATH140,1,1,68
ak5096@nittany.edu,EE330,2,1,82
ag1594@nittany.edu,CMPEN270,2,1,89
bb3021@nittany.edu,CMPSC131,1,1,61
aw8623@nittany.edu,PHYS211,2,1,86
cr5283@nittany.edu,CMPEN431,1,1,81
cn5833@nittany.edu,ECON201,2,1,73
bm9506@nittany.edu,STAT415,1,1,60
cr7460@nittany.edu,CMPSC431W,2,1,81
ab8172@nittany.edu,EE210,1,1,83
cr8911@nittany.edu,EE210,1,1,77
as9069@nittany.edu,CHEM110,1,1,85
bb4483@nittany.edu,MATH231,2,1,82
am3245@nittany.edu,PHYS214,1,1,84
cb2134@nittany.edu,CSE543,2,1,78
bh1407@nittany.edu,CMPEN362,1,1,90
ck4064@nittany.edu,STAT319,2,1,100
cr7030@nittany.edu,MATH140,2,1,81
aa2256@nittany.edu,DS220,1,1,82
cr7834@nittany.edu,CMPEN411,1,1,86
ct2924@nittany.edu,MATH231,2,1,66
bw8893@nittany.edu,CMPSC465,1,1,70
cg7136@nittany.edu,CMPSC221,2,1,83
cc2445@nittany.edu,ECON101,1,1,83
cc1235@nittany.edu,CMPSC448,2,1,95
ca6499@nittany.edu,ECON102,1,1,64
cq4861@nittany.edu,EE352,2,1,84
cn5368@nittany.edu,PHYS211,1,1,84
bl4092@nittany.edu,EE320,2,1,60
ba4903@nittany.edu,EE210,1,1,99
cw6141@nittany.edu,CMPSC221,1,1,73
cm4400@nittany.edu,EE211,1,1,97
ck6661@nittany.edu,CMPSC360,2,1,69
co5263@nittany.edu,DS120,1,1,77
bc4962@nittany.edu,STAT319,2,1,77
af8503@nittany.edu,CMPEN331,1,1,76
am6323@nittany.edu,PHYS211,2,1,77
bp7877@nittany.edu,PHYS213,2,1,88
cw7068@nittany.edu,CMPSC448,1,1,75
bl6052@nittany.edu,DS120,1,1,82
cs2006@nittany.edu,IST110,1,1,62
ah6141@nittany.edu,EE210,2,1,72
cs3754@nittany.edu,MATH140,2,1,61
bk6475@nittany.edu,EE352,1,1,88
ch6057@nittany.edu,MATH231,2,1,76
ar9287@nittany.edu,IST110,2,1,77
bm6234@nittany.edu,IST110,1,1,60
bs1006@nittany.edu,CMPEN441,1,1,68
ca5845@nittany.edu,CMPSC465,1,1,66
cb6121@nittany.edu,DS220,1,1,89
al8943@nittany.edu,ECON201,1,1,71
ak5890@nittany.edu,MATH140,2,1,85
ca1975@nittany.edu,CMPEN441,2,1,76
as2674@nittany.edu,CMPSC465,1,1,73
ck4873@nittany.edu,CMPSC131,1,1,86
dr8416@nittany.edu,EE210,2,1,68
bd6345@nittany.edu,ECON101,2,1,69
bl3745@nittany.edu,CMPEN270,1,1,76
bo5114@nittany.edu,EE212,1,1,83
ck8437@nittany.edu,MATH231,2,1,70
ag5931@nittany.edu,CSE583,2,1,72
bf5148@nittany.edu,PHYS211,2,1,79
db2409@nittany.edu,CMPEN431,2,1,61
as2481@nittany.edu,CSE543,1,1,74
cd4187@nittany.edu,CHEM111,2,1,75
aj3787@nittany.edu,CMPEN362,2,1,97
ae5810@nittany.edu,CHEM111,2,1,86
cc6232@nittany.edu,EE212,2,1,64
br8383@nittany.edu,PHYS213,1,1,64
dc8417@nittany.edu,CHEM111,1,1,100
ap8774@nittany.edu,CMPEN331,2,1,69
bb4001@nittany.edu,EE212,2,1,61
cp9426@nittany.edu,PHYS211,2,1,93
dh7522@nittany.edu,CMPEN411,1,1,69
ao3325@nittany.edu,EE330,2,1,64
cs4540@nittany.edu,CMPEN331,2,1,72
cw3561@nittany.edu,MATH140,1,1,83
cm5322@nittany.edu,CMPSC360,1,1,77
cw1038@nittany.edu,CMPEN411,2,1,60
cb5065@nittany.edu,STAT319,2,1,73
bt1573@nittany.edu,CSE583,2,1,87
cs3610@nittany.edu,STAT319,2,1,86
db6530@nittany.edu,CMPSC360,1,1,80
cs1816@nittany.edu,CMPEN270,2,1,97
eh3966@nittany.edu,CMPEN270,1,1,100
gl5131@nittany.edu,CMPEN270,2,1,79
eu6734@nittany.edu,CMPEN351,1,1,100
gj1336@nittany.edu,ECON102,1,1,72
fe4839@nittany.edu,ECON201,2,1,90
ew9592@nittany.edu,CHEM111,1,1,68
ed8801@nittany.edu,CSE583,1,1,73
gp4162@nittany.edu,EE311,2,1,75
is6689@nittany.edu,ECON201,1,1,77
ie2276@nittany.edu,PHYS214,2,1,71
ek4881@nittany.edu,PHYS214,1,1,80
gj5319@nittany.edu,CHEM111,1,1,88
dg3660@nittany.edu,EE352,2,1,82
em6584@nittany.edu,EE320,1,1,69
db1016@nittany.edu,MATH230,2,1,74
gl1897@nittany.edu,CMPSC448,2,1,99
da1878@nittany.edu,DS120,1,1,75
ed7159@nittany.edu,CMPEN331,1,1,87
fk6517@nittany.edu,STAT415,1,1,97
dl7664@nittany.edu,IST110,1,1,99
dk5949@nittany.edu,PHYS213,2,1,92
do9924@nittany.edu,EE320,1,1,77
ew2287@nittany.edu,STAT318,1,1,89
dw8054@nittany.edu,CSE543,1,1,72
fo7818@nittany.edu,EE210,2,1,100
do2791@nittany.edu,EE212,2,1,81
dl2872@nittany.edu,ECON101,2,1,82
hc9512@nittany.edu,CMPSC132,2,1,75
fw9529@nittany.edu,CMPSC360,1,1,79
fb6120@nittany.edu,CMPSC461,1,1,69
ej6416@nittany.edu,CMPSC311,2,1,79
hs3812@nittany.edu,CHEM112,2,1,75
er9643@nittany.edu,CMPSC448,2,1,99
gb9073@nittany.edu,CMPSC221,1,1,81
eh3135@nittany.edu,CMPEN331,2,1,76
ds7254@nittany.edu,EE353,1,1,78
dw8693@nittany.edu,MATH140,1,1,65
eb5700@nittany.edu,MATH141,1,1,61
gb8971@nittany.edu,CMPSC448,2,1,82
eb9702@nittany.edu,STAT415,2,1,69
fm5811@nittany.edu,STAT415,2,1,76
il8896@nittany.edu,ECON101,2,1,81
eb7897@nittany.edu,CMPSC465,1,1,66
gb9628@nittany.edu,IST110,1,1,80
el2162@nittany.edu,PHYS212,2,1,68
dz1220@nittany.edu,MATH140,1,1,73
em9606@nittany.edu,MATH140,1,1,92
dd7048@nittany.edu,CMPSC475,2,1,65
hb4427@nittany.edu,CMPEN351,2,1,98
du5385@nittany.edu,CMPSC461,1,1,74
do7088@nittany.edu,CMPSC475,2,1,67
hh4615@nittany.edu,PHYS213,2,1,77
ds7549@nittany.edu,CMPSC132,1,1,72
dt1755@nittany.edu,CMPSC461,1,1,100
gh1031@nittany.edu,CMPSC461,2,1,68
dg9379@nittany.edu,CMPSC360,2,1,78
hq7130@nittany.edu,ECON201,2,1,82
dl8726@nittany.edu,CSE543,1,1,95
fk3783@nittany.edu,EE320,2,1,71
hs3254@nittany.edu,STAT318,1,1,84
eg9777@nittany.edu,STAT319,2,1,66
eh8403@nittany.edu,CMPSC221,1,1,68
dg1041@nittany.edu,CHEM112,2,1,75
ew3399@nittany.edu,MATH230,1,1,82
dr5383@nittany.edu,CMPEN441,2,1,75
ib8603@nittany.edu,CMPEN411,2,1,92
ef2211@nittany.edu,CMPEN351,1,1,70
hs6780@nittany.edu,CSE583,2,1,85
dh7046@nittany.edu,CMPSC431W,2,1,84
gl5818@nittany.edu,EE210,2,1,85
gr4392@nittany.edu,EE330,1,1,76
hm9327@nittany.edu,CMPEN431,1,1,88
er5239@nittany.edu,EE211,1,1,62
ek3642@nittany.edu,ECON102,1,1,70
gr4591@nittany.edu,EE211,1,1,61
fw2120@nittany.edu,EE212,2,1,94
fc5125@nittany.edu,DS120,2,1,73
hh1524@nittany.edu,CMPEN431,1,1,90
dg7321@nittany.edu,CMPSC431W,1,1,79
dp4783@nittany.edu,CHEM110,1,1,79
dg7987@nittany.edu,MATH141,2,1,97
gr3326@nittany.edu,CMPEN441,1,1,61
fr1588@nittany.edu,CMPSC360,2,1,86
hc6195@nittany.edu,CMPEN270,2,1,88
fa1972@nittany.edu,CHEM111,2,1,86
ff4897@nittany.edu,ECON101,1,1,72
gj7421@nittany.edu,CHEM110,2,1,81
dk5850@nittany.edu,EE352,1,1,67
gh2561@nittany.edu,PHYS213,2,1,68
gs2617@nittany.edu,CMPSC465,1,1,99
eb3303@nittany.edu,PHYS214,2,1,93
dt1653@nittany.edu,CMPEN351,2,1,86
hh1856@nittany.edu,CMPSC311,1,1,87
eh6509@nittany.edu,CMPSC461,2,1,70
hm8630@nittany.edu,ECON101,2,1,98
eq3640@nittany.edu,EE210,2,1,71
hw8828@nittany.edu,CMPSC461,2,1,60
ew8925@nittany.edu,ECON101,2,1,62
ek5867@nittany.edu,EE352,1,1,65
dm6277@nittany.edu,IST110,1,1,68
er2458@nittany.edu,CSE543,2,1,76
ew2185@nittany.edu,EE311,1,1,98
gp3361@nittany.edu,CMPSC475,1,1,65
dh7362@nittany.edu,EE212,2,1,86
eo6418@nittany.edu,CMPSC431W,1,1,90
da3247@nittany.edu,EE352,2,1,98
gd1891@nittany.edu,EE320,2,1,60
dm4287@nittany.edu,CMPSC360,2,1,74
dj4017@nittany.edu,PHYS213,2,1,90
dg3528@nittany.edu,MATH231,2,1,84
iw4518@nittany.edu,DS220,2,1,89
ds8193@nittany.edu,STAT415,2,1,100
ds2879@nittany.edu,CMPSC461,2,1,90
hl4356@nittany.edu,CMPSC131,2,1,62
dw5475@nittany.edu,EE212,2,1,95
ft1093@nittany.edu,CMPSC448,2,1,85
fs3719@nittany.edu,CMPEN411,1,1,92
ds2224@nittany.edu,PHYS212,2,1,89
es8944@nittany.edu,STAT319,1,1,72
gt3176@nittany.edu,ECON201,2,1,93
dc7489@nittany.edu,PHYS212,2,1,90
ek7386@nittany.edu,CMPEN362,2,1,92
fg4672@nittany.edu,CHEM111,1,1,82
da2022@nittany.edu,CHEM110,1,1,99
fs1546@nittany.edu,CMPEN270,1,1,65
ew7279@nittany.edu,CHEM111,1,1,74
hh9927@nittany.edu,DS220,2,1,87
gd6812@nittany.edu,STAT415,1,1,96
gh4919@nittany.edu,PHYS214,1,1,62
hb6400@nittany.edu,EE330,1,1,60
dl4708@nittany.edu,MATH141,2,1,92
fw1745@nittany.edu,MATH231,1,1,68
gb6345@nittany.edu,CMPSC448,2,1,77
ed1041@nittany.edu,MATH231,2,1,60
er8341@nittany.edu,MATH231,1,1,86
ej3628@nittany.edu,CMPSC131,1,1,90
gs3266@nittany.edu,CMPEN441,1,1,89
dm6239@nittany.edu,EE210,2,1,62
fh7189@nittany.edu,CMPSC131,1,1,85
gr1809@nittany.edu,IST128,2,1,75
hm5525@nittany.edu,CMPSC475,1,1,95
eg7228@nittany.edu,DS220,1,1,67
em2859@nittany.edu,CMPEN431,1,1,99
eg5689@nittany.edu,CMPSC461,1,1,63
dc8436@nittany.edu,EE320,2,1,85
eo5933@nittany.edu,STAT318,1,1,87
ek2555@nittany.edu,STAT415,2,1,77
dl7100@nittany.edu,STAT318,2,1,97
gh1212@nittany.edu,STAT415,2,1,88
dc3082@nittany.edu,CMPSC360,1,1,90
em3990@nittany.edu,CHEM112,2,1,97
dk9439@nittany.edu,PHYS211,2,1,72
gs6695@nittany.edu,MATH140,1,1,97
gp6880@nittany.edu,CMPEN431,2,1,90
es9891@nittany.edu,ECON201,2,1,69
ds2211@nittany.edu,PHYS214,2,1,66
er2244@nittany.edu,PHYS211,2,1,100
do8320@nittany.edu,CMPSC465,2,1,79
er6539@nittany.edu,STAT415,1,1,71
ds2123@nittany.edu,EE330,1,1,87
dr9676@nittany.edu,MATH230,2,1,85
er2818@nittany.edu,STAT319,2,1,91
gc5107@nittany.edu,PHYS212,2,1,65
da8807@nittany.edu,DS120,2,1,83
hs1177@nittany.edu,EE211,1,1,61
hb7496@nittany.edu,MATH140,1,1,92
hd3109@nittany.edu,CMPSC221,2,1,99
dm9701@nittany.edu,EE320,2,1,70
es2273@nittany.edu,ECON102,2,1,83
em7352@nittany.edu,PHYS212,1,1,63
dr6246@nittany.edu,ECON201,2,1,66
dw2632@nittany.edu,CMPSC221,1,1,79
dh1318@nittany.edu,CMPSC431W,1,1,78
gw5806@nittany.edu,EE352,1,1,89
dr3255@nittany.edu,CMPSC448,1,1,64
dh3792@nittany.edu,MATH230,1,1,68
dc5453@nittany.edu,CHEM111,1,1,78
eb2377@nittany.edu,CHEM111,2,1,86
fr6216@nittany.edu,CMPSC131,2,1,63
eb9389@nittany.edu,EE211,1,1,93
ee6932@nittany.edu,IST128,2,1,77
er9391@nittany.edu,CSE543,2,1,62
da4619@nittany.edu,CMPEN362,1,1,70
dr7544@nittany.edu,PHYS214,1,1,95
df7770@nittany.edu,PHYS212,1,1,71
ds5937@nittany.edu,STAT319,2,1,98
hk5972@nittany.edu,CMPEN411,1,1,76
dg6925@nittany.edu,IST110,1,1,68
em9445@nittany.edu,STAT318,2,1,94
gk9861@nittany.edu,STAT318,1,1,87
gc5114@nittany.edu,CMPSC360,1,1,88
dj1479@nittany.edu,MATH230,2,1,62
hr2868@nittany.edu,CMPEN331,1,1,63
fb4575@nittany.edu,CMPSC431W,1,1,82
de5828@nittany.edu,EE352,2,1,70
fr8166@nittany.edu,CHEM110,2,1,68
dl6390@nittany.edu,STAT415,1,1,81
df8189@nittany.edu,EE353,1,1,77
